,Player,norm-average Total Runs Scored per Innings,norm-average Dot Balls as Bowler per Innings,norm-average player of the match,norm-average experience,norm-weighted player value overall,norm-weighted player value as opponent,norm-weighted player value as teammate,experience
1743,Bhavani Yekkeli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1744,Bhavesh Seth,0.0,0.0,0.0,0.12853470437017994,0.018231811381288914,0.018296365856776933,0.012853470437017995,2
1745,Bhavik Patel,0.0,0.022859319935231926,0.0,0.0,0.009727337330548431,0.019523559002442452,0.0,1
1746,Bhiguraj Pathania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1747,Bhima Rao,0.0,0.05714829983807982,0.0,0.0,0.02431834332637108,0.048808897506106126,0.0,1
1748,Bhumeshswar Jagroo,0.013060940170009902,0.026669206591103917,0.0,0.2570694087403599,0.05337001109051342,0.05937021721640339,0.03354350497604193,3
1749,Bhushan Subba,0.0,0.003809886655871987,0.0,0.0,0.0016212228884247384,0.0032539265004070746,0.0,1
1750,Bibek Diyali,0.404889145270307,0.0,0.0,1.4138817480719796,0.37284259657201296,0.20126002442454627,0.38432166196938217,12
1751,Bibina Baby,0.0,0.07619773311743976,0.0,0.38560411311053977,0.08711989191236151,0.11996762757847228,0.03856041131105398,4
1752,Bijeyata Kumari,0.009795705127507427,0.0,0.0,0.2570694087403599,0.04063199384429964,0.036592731713553865,0.03158436395054045,3
1753,Bikas Pati,0.06203946580754704,0.0,0.0,0.12853470437017994,0.04463149489886039,0.018296365856776933,0.050077149921546216,2
1754,Bikash K Rout,0.07836564102005941,0.09524716639679967,0.0,0.2570694087403599,0.11034116362697079,0.11794089422373073,0.07272632548607164,3
1755,Bikash Singh,0.07836564102005941,0.007619773311743974,0.0,0.38560411311053977,0.0912848485744907,0.06139695057114493,0.08557979592308962,4
1756,Bikram Sob,0.016326175212512378,0.3809886655871987,0.0,0.6426735218508998,0.26022863088512144,0.4168744793245921,0.07406305731259741,6
1757,Bikramkumar Das,0.9305919871132057,0.0,0.0,1.1568123393316196,0.5600815551951724,0.1646672927109924,0.6740364262010854,10
1758,Bilal Aftab,0.006530470085004951,0.022859319935231926,0.0,0.2570694087403599,0.048969874147607464,0.05611629071599632,0.029625222925038962,3
1759,Bilal Ahmed,0.0032652350425024755,0.09524716639679967,0.0,0.2570694087403599,0.07838365200043688,0.11794089422373073,0.027666081899537474,3
1760,Bilal Asif,0.2497904807514394,2.0840080007619775,1.2048192771084336,1.0282776349614395,1.6516441960595174,2.440771347995167,0.6141478350795376,9
1761,Bilal Hassun,0.2416273931451832,2.2783122202114487,2.4096385542168672,5.784061696658097,2.918117264365735,3.7981897616349554,1.4462741718179797,46
1762,Bilal Khan,0.21387289528391215,12.587865511001048,9.638554216867469,19.28020565552699,12.283800145488675,17.61144903920777,4.947910567783287,151
1763,Bilal Mansoor,0.0816308760625619,0.19049433279359934,0.0,0.2570694087403599,0.15226119286482986,0.1992890567339076,0.07468546651157314,3
1764,Bilal Masud,1.1624236751308814,0.2857414991903991,3.6144578313253013,1.5424164524421595,2.373082122275881,2.007108754066698,1.9360331997203353,13
1765,Bilal Muhammad,0.5191723717578937,1.0972473568911323,2.4096385542168672,2.6992287917737783,2.096078543118583,2.3503597659461155,1.3043178684971741,22
1766,Bilal Safdar,0.23836215810268072,0.10667682636441567,0.0,1.0282776349614395,0.29267909491476807,0.23748086886561356,0.2458450583577524,9
1767,Bilal Tahir,1.825266388758884,0.17525478617011142,1.2048192771084336,6.041131105398458,2.2208651884725823,1.5241124397055226,2.060718726927706,48
1768,Bilal Zalmai,0.891409166603176,0.45718639870463856,2.4096385542168672,1.1568123393316196,1.763329462393189,1.584143723596404,1.373418300160128,10
1769,Bilawal Bhatti,0.604068482862958,2.0135250976283454,0.0,3.8560411311053984,1.6608201880106537,2.2685911311684475,0.7480452028283147,31
1770,Binny Samual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1771,Bipin Kumar,0.0,0.14477569292313552,0.0,0.6426735218508998,0.15276552666658466,0.2151310362993535,0.06426735218508998,6
1772,Bipin Saurabh,0.6726384187555101,0.0,0.0,0.8997429305912595,0.41385082728058686,0.12807456099743852,0.4935573443124321,8
1773,Bipul Sharma,1.7958792733763618,1.3563196494904277,0.0,6.812339331619537,2.307642716469852,2.128105224554096,1.7587614971877708,54
1774,Bishawnath Halder,0.0,0.14096580626726354,0.0,0.5141388174807198,0.132912492396871,0.1935807439421695,0.05141388174807198,5
1775,Bishworjit Konthoujam,0.022856645297517332,0.8229355176683493,0.0,2.956298200514139,0.7792420048600728,1.1236645387937978,0.30934380722992433,24
1776,Bismah Maroof,14.634783460496099,2.268787503571769,9.638554216867469,24.29305912596401,14.740295556868668,9.511747381269505,14.1017422539543,190
1777,Bismillah Khan,0.17958792733763618,0.0,1.2048192771084336,0.2570694087403599,0.6255710817177788,0.5510953571318351,0.4949054804091477,3
1778,Bobby Yadav,0.016326175212512378,0.09524716639679967,0.0,0.2570694087403599,0.08394148010939931,0.11794089422373073,0.03550264600154342,3
1779,Bobby Zothansanga,0.026121880340019804,0.32384036574911895,0.0,1.6709511568123396,0.38593314969078363,0.5144365086727015,0.18276824388524585,14
1780,Bodavarapu Sudhakar,0.068569935892552,0.1828745594818554,0.0,0.5141388174807198,0.17992454174159578,0.22937393544664733,0.09255584328360317,5
1781,Bonny Chingangbam,0.06530470085004951,0.0,0.0,0.38560411311053977,0.08248457468867881,0.05488909757033078,0.07774323182108368,4
1782,Bosco Tuyizere,0.39835867518530205,0.0,0.0,1.9280205655526992,0.4429909280426874,0.274445487851654,0.4318172616664512,16
1783,Bravish Shetty,0.05224376068003961,0.0,0.0,0.12853470437017994,0.04046312381713857,0.018296365856776933,0.04419972684504177,2
1784,Bukhar Illikkal,0.016326175212512378,0.20192399276121534,0.0,0.7712082262210798,0.20226296651044767,0.28223629966223657,0.08691652774961539,7
1785,Busra Uca,0.11428322648758665,0.0,0.0,0.5141388174807198,0.1215582414785768,0.07318546342710773,0.11998381764062396,5
1786,C Abel,0.21877074784766587,0.7429278978950375,0.0,1.7994858611825193,0.6644774434059892,0.8906647895742567,0.3112110348268514,15
1787,C Agafili,0.2971363888677253,0.10667682636441567,0.0,2.056555269922879,0.4635438124554104,0.38385179571982897,0.38393736031292314,17
1788,C Anayo,0.0032652350425024755,0.026669206591103917,0.0,0.0,0.012738017246213774,0.02277748550284953,0.0019591410255014852,1
1789,C Appel,0.0,0.060958186493951794,0.0,0.2570694087403599,0.06240318897737365,0.08865555572006706,0.02570694087403599,3
1790,C Archibald,0.006530470085004951,0.041908753214591865,0.0,0.2570694087403599,0.05707598858973116,0.07238592321803168,0.029625222925038962,3
1791,C Atkins,0.009795705127507427,0.0,0.0,0.12853470437017994,0.02240018246301073,0.018296365856776933,0.018730893513522452,2
1792,C Aweko,0.31346256408023765,3.0326697780741023,7.228915662650603,7.069408740359897,5.502754854513887,6.683441368956451,3.063693111279313,56
1793,C Bah,0.2775449786127105,0.2400228593199352,0.0,1.9280205655526992,0.49371806000554364,0.4794428573772996,0.3593290437228962,16
1794,C Bayraktar,0.08489611110506438,0.0,0.0,0.2570694087403599,0.07258950547083354,0.036592731713553865,0.07664460753707462,3
1795,C Beckford,0.0,0.1866844461377274,0.0,0.5141388174807198,0.15236716705796785,0.2326278619470544,0.05141388174807198,5
1796,C Bekker,0.013060940170009902,0.06857795980569577,1.2048192771084336,0.2570694087403599,0.5838907853201533,0.6096660341391625,0.39498928810857203,3
1797,C Bisson,1.4301729486160843,0.0,0.0,4.3701799485861175,1.2284637648952075,0.6220764391304155,1.2951217640282624,35
1798,C Blackadder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1799,C Bogdanos,0.3101973290377352,0.0,0.0,0.5141388174807198,0.20492566311301305,0.07318546342710773,0.23753227917071315,5
1800,C Bosch,1.7044526921862924,1.2382131631583961,2.4096385542168672,6.4267352185089965,3.1891592209360162,3.0013496563077084,2.388236703427735,51
1801,C Boyle,0.016326175212512378,0.2628821792551671,0.0,0.8997429305912595,0.24643434410653237,0.35259548952552666,0.09976999818663339,8
1802,C Bray,0.048978525637537136,0.17906467282598343,0.0,0.6426735218508998,0.18819838807101635,0.24441637480301726,0.09365446756761227,6
1803,C Brennan,0.9175310469431958,0.0,0.0,2.956298200514139,0.8097690864242549,0.42081641470586945,0.8461484482173315,24
1804,C Breteche,0.009795705127507427,0.23621297266406324,0.0,0.6426735218508998,0.1958432470705002,0.2932252723091233,0.07014477526159445,6
1805,C Brewer,2.0015890810540173,0.20192399276121534,0.0,3.8560411311053984,1.4846163122236684,0.7213490802248829,1.5865575617429502,31
1806,C Brits,1.1885455554709012,0.030479093246975897,2.4096385542168672,1.1568123393316196,1.7081930883685137,1.2197039555508118,1.5517001334807627,10
1807,C Brown,0.22203598289016838,0.0,0.0,0.8997429305912595,0.22210575752138348,0.12807456099743852,0.22319588279322702,8
1808,C Bull,0.09795705127507427,0.0,0.0,0.5141388174807198,0.11461095634237377,0.07318546342710773,0.11018811251311654,5
1809,C Burgess,0.274279743570208,0.015239546623487948,0.0,0.7712082262210798,0.23259015012964318,0.12279390114228989,0.2416886687642328,7
1810,C Campher,8.974498514318055,6.924468997047337,8.433734939759036,17.86632390745501,12.888528278280695,12.058724646509823,9.701451981264045,140
1811,C Carmichael,1.857918739183909,0.2781217258786551,0.0,3.4704370179948585,1.4012092266497103,0.7315385126626934,1.4617949453098311,28
1812,C Carter,1.0709970939408122,0.0,0.0,3.084832904884318,0.8933053780858521,0.43911278056264624,0.9510815468529191,25
1813,C Cassell,0.0032652350425024755,0.4076578721783027,1.2048192771084336,0.6426735218508998,0.7787066854520999,0.954154590245723,0.42767227634312155,6
1814,C Cato,0.0032652350425024755,0.16382512620249545,0.0,0.12853470437017994,0.08933385261079327,0.15821520537428116,0.014812611462519481,2
1815,C Chatonzwa,0.3004016239102278,0.7848366511096295,1.2048192771084336,2.442159383033419,1.3208937002230887,1.5324424357809008,0.7859026957820086,20
1816,C Chatphaisan,1.263645961448458,0.19430421944947138,2.4096385542168672,3.2133676092544983,2.1015721662979336,1.6523646487767467,1.8024159040595849,26
1817,C Chete,0.032652350425024755,0.0,0.0,1.5424164524421595,0.23267630684787305,0.2195563902813232,0.17383305549923078,13
1818,C Chetty,3.2750307476299834,0.0,2.4096385542168672,6.555269922879177,3.3488224236819955,1.962119909532186,3.3434370071309676,52
1819,C Chukwuonye,0.07183517093505447,0.44194685208115053,0.0,1.4138817480719796,0.41917983485074106,0.578715498471767,0.18448927736823065,12
1820,C Cirlig,0.026121880340019804,0.10667682636441567,0.0,0.2570694087403599,0.09297351985639535,0.127702673724952,0.04138006907804788,3
1821,C Classen,0.0,0.05143346985427183,0.0,0.38560411311053977,0.0765819431376007,0.09881710532582628,0.03856041131105398,4
1822,C Connolly,1.2244631409384286,0.2724068958948471,0.0,2.6992287917737783,1.0198318607446626,0.6168794277714214,1.004600763740435,22
1823,C De Freitas,0.9926314529207526,0.0,0.0,1.4138817480719796,0.6229448614753217,0.20126002442454627,0.7369670465596495,12
1824,C Dickson,0.34284967946276,0.40003809886655867,1.2048192771084336,1.2853470437017995,1.0111268274147178,1.0391285665287935,0.695690295180366,11
1825,C Dougherty,0.555089957225421,0.0,0.0,0.8997429305912595,0.36383037429992504,0.12807456099743852,0.42302826739437854,8
1826,C Egerton,0.0032652350425024755,0.022859319935231926,0.0,0.0,0.011116794357789036,0.019523559002442452,0.0019591410255014852,1
1827,C Elmsjoo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1828,C Esterhuizen,0.871817756348161,0.0,2.4096385542168672,2.185089974293059,1.7063004646690885,1.3400434704017705,1.4644912175032627,18
1829,C Fletcher,0.14693557691261142,0.0,0.0,0.2570694087403599,0.09898918898840502,0.036592731713553865,0.11386828702160284,3
1830,C Floyd,0.11754846153008913,0.7676921611582055,0.0,1.5424164524421595,0.5954786015737135,0.8752225801133487,0.22477072216226943,13
1831,C Forbes,0.3559106196327699,0.0,0.0,1.1568123393316196,0.3155371184008261,0.1646672927109924,0.3292276057128239,10
1832,C Forshaw,0.048978525637537136,0.2514525192875512,0.0,0.8997429305912595,0.25546524571366425,0.3428337100243055,0.11936140844164825,8
1833,C Fortuin,1.8840406195239288,0.0,0.0,5.398457583547558,1.567452782731963,0.7684473659846313,1.6702701300691132,43
1834,C Ganapathy,0.0,0.003809886655871987,0.0,0.0,0.0016212228884247384,0.0032539265004070746,0.0,1
1835,C George,0.058774230765044566,0.01904943327935994,0.0,0.12853470437017994,0.05134815231374348,0.03456599835881231,0.048118008896044735,2
1836,C Gibson,0.14693557691261142,0.0,0.0,0.12853470437017994,0.0807573776071161,0.018296365856776933,0.10101481658458483,2
1837,C Gomez,0.006530470085004951,0.015239546623487948,0.0,0.38560411311053977,0.0639592397520469,0.06790480357195908,0.04247869336205694,4
1838,C Green,11.033773414456283,7.788678286820967,13.25301204819277,16.06683804627249,15.928063832474608,14.598685020697076,12.20285146775885,126
1839,C Gunasekara,0.0,0.01904943327935994,0.0,0.0,0.008106114442123693,0.016269632502035378,0.0,1
1840,C Hartmann,0.6791688888405151,0.0,0.0,2.185089974293059,0.5989478551479572,0.31103821956520783,0.626010330733615,18
1841,C Hassett,0.46366337603535157,0.0,0.0,0.8997429305912595,0.32492557753718815,0.12807456099743852,0.3681723186803369,8
1842,C Hauptfleisch,0.22530121793267083,0.0,0.0,0.5141388174807198,0.16879978040475732,0.07318546342710773,0.18659461250767445,5
1843,C Hawke,0.006530470085004951,0.0,0.0,0.12853470437017994,0.021010725435770122,0.018296365856776933,0.016771752488020965,2
1844,C Hemraj,3.209726046779934,0.47433088865606243,1.2048192771084336,6.555269922879177,3.010188210289096,1.8527311334145855,2.942808403488408,52
1845,C Henery,0.11101799144508419,0.25526240594342314,0.0,0.5141388174807198,0.22879071797579367,0.29119853895438175,0.11802467661512249,5
1846,C Hill,0.0,0.041908753214591865,0.0,0.12853470437017994,0.03606526315396104,0.05408955736125476,0.012853470437017995,2
1847,C Hinze,0.19917933759265102,0.8343651776359653,1.2048192771084336,2.313624678663239,1.2806646185468626,1.5564471144294156,0.7123158535544447,19
1848,C Howell,0.029387115382522283,0.4381369654252786,0.0,1.0282776349614395,0.34480023646432173,0.5205724744010292,0.12046003272565735,9
1849,C Isaac,0.0,0.297171159158015,0.0,0.5141388174807198,0.19938263082228527,0.3269917304588596,0.05141388174807198,5
1850,C Janik,1.263645961448458,0.7619773311743974,1.2048192771084336,2.442159383033419,1.7210561859285185,1.512918876778458,1.3638492983049468,20
1851,C Jennings,0.006530470085004951,0.17525478617011142,0.0,0.2570694087403599,0.11381878968459701,0.18627335073227927,0.029625222925038962,3
1852,C Jonker,5.5231450743929384,0.015239546623487948,7.228915662650603,11.568123393316194,7.073738412188988,4.74670438562124,6.639374082762563,91
1853,C Kanta,0.0,0.0,0.0,0.38560411311053977,0.05469543414386674,0.05488909757033078,0.03856041131105398,4
1854,C Karunaratne,3.892160170662951,3.394609010381941,4.8192771084337345,13.367609254498714,7.04760004353916,6.86008106264063,5.117840160377762,105
1855,C Kauripeke,0.0,0.06857795980569577,0.0,0.0,0.02918201199164529,0.05857067700732735,0.0,1
1856,C Kellaway,1.9123393232256165,0.07111788424294377,0.0,3.4704370179948585,1.3362804001659763,0.5547418394739092,1.4944472957348558,28
1857,C Kieswetter,8.60824798371736,0.0,4.8192771084337345,13.881748071979434,7.682856795155719,4.034018014205033,7.998906729958479,109
1858,C Koyana,0.06530470085004951,0.0,0.0,0.0,0.027789140544812078,0.0,0.039182820510029706,1
1859,C Kyewuta,0.3265235042502476,2.2592627869320885,3.6144578313253013,4.4987146529562985,3.276506241275946,4.113459095983432,1.7301229172433688,36
1860,C Lamont,0.0,0.14477569292313552,1.2048192771084336,0.38560411311053977,0.6289892263609744,0.693040930004081,0.40000619444358404,4
1861,C Leeson,1.2032391131621625,0.7181636346318696,1.2048192771084336,6.555269922879177,2.260125131908928,2.0609824294406383,1.7389162433177452,52
1862,C Lenyatsa,0.009795705127507427,0.03809886655871988,0.0,0.0,0.0203805999659692,0.032539265004070755,0.005877423076504457,1
1863,C Lewis,0.0032652350425024755,0.011429659967615963,0.0,0.0,0.006253125692514819,0.009761779501221226,0.0019591410255014852,1
1864,C Liebenberg,0.0032652350425024755,0.026669206591103917,0.0,0.0,0.012738017246213774,0.02277748550284953,0.0019591410255014852,1
1865,C Madan,0.048978525637537136,0.0,0.0,0.0,0.020841855408609056,0.0,0.029387115382522276,1
1866,C Madande,2.5468833331519307,0.0,0.0,6.683804627249357,2.031830673074694,0.9514110245524003,2.196510462616094,53
1867,C Magaia,0.6824341238830175,0.3733688922754548,0.0,2.313624678663239,0.777448966622111,0.6482193824618782,0.6408229421961343,19
1868,C Mahamalage,0.6236598931179728,0.586722545004286,1.2048192771084336,1.7994858611825193,1.2829872988153774,1.2717564284758478,0.9155903051215657,15
1869,C Malaya,0.0,0.0,0.0,0.12853470437017994,0.018231811381288914,0.018296365856776933,0.012853470437017995,2
1870,C Martin,0.0816308760625619,0.0,0.0,0.12853470437017994,0.052968237062304024,0.018296365856776933,0.06183199607455513,2
1871,C McAuslan,0.11428322648758665,0.0,0.0,0.12853470437017994,0.06686280733471006,0.018296365856776933,0.08142340632956997,2
1872,C McKerr,1.8132938602697086,8.50239705368765,0.0,10.282776349614396,5.848185792298602,8.725388575283942,2.116253951123265,81
1873,C Melly,1.0938537392383294,0.0,1.2048192771084336,2.570694087403599,1.3427916542083485,0.8804299425538199,1.2748274354158877,21
1874,C Miles,0.6334555982454803,0.034288979902847884,1.2048192771084336,1.4138817480719796,0.9973829169316457,0.7450479883464912,0.8829073168870161,12
1875,C Milner,0.035917585467527234,0.04952852652633584,0.0,0.0,0.036359924849168244,0.04230104450529198,0.02155055128051634,1
1876,C Mokibelo,0.0,0.0,0.0,0.12853470437017994,0.018231811381288914,0.018296365856776933,0.012853470437017995,2
1877,C Moore,0.013060940170009902,0.0,0.0,2.056555269922879,0.29726681020958506,0.2927418537084309,0.21349209109429387,17
1878,C Moyo,0.0,0.08381750642918373,0.0,0.2570694087403599,0.07213052630792208,0.10817911472250952,0.02570694087403599,3
1879,C Munoz-Mills,1.0285490383882798,0.05333841318220783,0.0,4.755784061696658,1.1349531051264266,0.7225205077064455,1.0927078292026338,38
1880,C Munro,39.34227282127191,3.156491094389942,36.144578313253014,57.32647814910026,41.596526857874615,26.291136040258216,40.181385001649076,447
1881,C Murray,0.3461149145052625,3.398418897037813,1.2048192771084336,9.383033419023135,3.437022814653429,4.752639771326108,1.507418073738001,74
1882,C Murrombe,0.11428322648758665,0.16382512620249545,0.0,1.1568123393316196,0.28242988258728513,0.3045861322284966,0.18425116982571396,10
1883,C Mutasa,0.06203946580754704,0.11048671302028763,0.0,0.5141388174807198,0.14634239280704456,0.16754933193891292,0.08863756123260019,5
1884,C Muthoni,0.5583551922679234,0.0,1.2048192771084336,2.956298200514139,1.169616135884756,0.9353190401241508,0.9920887185446979,24
1885,C Namugenyi,0.006530470085004951,0.26669206591103917,0.0,0.6426735218508998,0.2074235731506575,0.31925668431237997,0.06818563423609296,6
1886,C Nanda,0.0,0.060958186493951794,0.0,0.2570694087403599,0.06240318897737365,0.08865555572006706,0.02570694087403599,3
1887,C Nicholas,0.23183168801767579,2.880274311839223,0.0,7.840616966580977,2.4364364468418094,3.5760467515711416,0.9231607094687032,62
1888,C Noel,0.38529773501529213,0.21335365272883133,0.0,1.1568123393316196,0.41883071339777683,0.3468871767337886,0.3468598749423372,10
1889,C O'Keefe,0.0,0.0,0.0,0.7712082262210798,0.1093908682877335,0.1097781951406616,0.07712082262210798,7
1890,C Olphert,0.058774230765044566,0.9791408705591008,1.2048192771084336,1.9280205655526992,1.2278290019917901,1.6252072238745536,0.5895123781468268,16
1891,C Ostergaard,0.029387115382522283,0.2400228593199352,0.0,0.5141388174807198,0.1875694007410796,0.2781828329527534,0.06904615097758535,5
1892,C Outerbridge,0.1077527564025817,0.956281550623869,0.0,1.4138817480719796,0.6533289520877275,1.0179955760267223,0.20603982864874698,12
1893,C Overton,9.283063225834539,41.41029304378194,6.024096385542169,34.96143958868895,29.094057414543677,42.91659409414263,10.873210810032269,273
1894,C Palmer,0.05224376068003961,0.0,0.0,0.0,0.022231312435849658,0.0,0.031346256408023764,1
1895,C Pavely,0.7999825854131066,1.0896275835793885,0.0,4.3701799485861175,1.423968304727246,1.552699418246839,0.9170075461064758,35
1896,C Peake,0.035917585467527234,0.3524145156681588,0.0,0.5141388174807198,0.23817439000409057,0.37417366471476216,0.07296443302858832,5
1897,C Pengkumta,0.3657063247602773,0.640060958186494,1.2048192771084336,2.956298200514139,1.3600036165329166,1.4819786921925393,0.8764993980401105,24
1898,C Perry,0.0,0.4533765120487665,1.2048192771084336,0.7712082262210798,0.8150037144672451,1.011498074107385,0.438566605754638,7
1899,C Pervez,0.14367034187010894,3.106962567863606,1.2048192771084336,4.241645244215938,2.4975804727484627,3.77185975977389,0.8718125126761893,34
1900,C Pfalzner-Gibbon,0.0,0.0,0.0,0.12853470437017994,0.018231811381288914,0.018296365856776933,0.012853470437017995,2
1901,C Pietersen,0.022856645297517332,0.08000761977331175,0.0,0.12853470437017994,0.06200369122889265,0.08662882236532551,0.026567457615528395,2
1902,C Piparo,2.5697399784494483,0.0,0.0,12.853470437017993,2.9166838185672463,1.8296365856776926,2.827191030771468,101
1903,C Prathyusha,0.006530470085004951,0.08762739308505571,0.0,0.0,0.04006704048825019,0.07484030950936273,0.0039182820510029704,1
1904,C Pyle,0.4963157264603763,0.0,0.0,0.8997429305912595,0.33882014780959413,0.12807456099743852,0.38776372893535166,8
1905,C Raack,0.2775449786127105,1.3506048195066196,0.0,4.755784061696658,1.3674043823697108,1.8304824810950546,0.6421053933372921,38
1906,C Rathore,0.032652350425024755,0.0,0.0,0.2570694087403599,0.050358193034983866,0.036592731713553865,0.04529835112905084,3
1907,C Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1908,C Roberts,0.768962852509333,0.015239546623487948,1.2048192771084336,1.1568123393316196,1.0104756463574291,0.692185624130902,0.9385047285712919,10
1909,C Robertson,0.19917933759265102,1.1277264501381083,0.0,2.313624678663239,0.8928114584985998,1.2924968295424788,0.3508700704219144,19
1910,C Robinson,0.0,0.08381750642918373,0.0,0.12853470437017994,0.05389871492663316,0.08988274886573258,0.012853470437017995,2
1911,C Rububagumya,2.047302371649052,1.485855795790075,1.2048192771084336,8.097686375321336,3.164757922043676,2.9362050095539876,2.399595843654095,64
1912,C Rumistrzewicz,0.058774230765044566,0.8915134774740451,3.6144578313253013,2.956298200514139,2.361770011522268,2.725743092055969,1.4152317079080308,24
1913,C Rushworth,2.8908214242955257,47.18544623297457,2.4096385542168672,29.434447300771204,26.509437545819832,45.51875273958011,5.4008291509194954,230
1914,C Sakamoto,0.13387463674260153,0.0,0.0,0.38560411311053977,0.11166317226073151,0.05488909757033078,0.11888519335661489,4
1915,C Sakariya,0.0816308760625619,1.9087532145918658,0.0,5.655526992287917,1.6491687935585213,2.435257274402129,0.6145312248663288,45
1916,C Sammut,0.0,0.0,0.0,0.2570694087403599,0.03646362276257783,0.036592731713553865,0.02570694087403599,3
1917,C Sanda,0.0032652350425024755,0.0,0.0,0.0,0.0013894570272406036,0.0,0.0019591410255014852,1
1918,C Sawad,0.0,0.06476807314982379,0.0,0.0,0.027560789103220552,0.05531675050692027,0.0,1
1919,C Seleka,0.09142658119006933,0.4400419087532146,0.0,2.570694087403599,0.5907922680015726,0.7417558279325558,0.31192535745440153,21
1920,C Sewsunker,0.08816134614756685,0.20192399276121534,0.0,0.5141388174807198,0.19636739834716313,0.24564356794868272,0.10431068943661209,5
1921,C Skelton,0.816308760625619,3.1622059243737497,0.0,6.169665809768638,2.568106200504552,3.578984556463165,1.1067518373522351,49
1922,C Smith,0.46692861107785405,0.14477569292313552,0.0,1.4138817480719796,0.4608487498497245,0.32490923144001516,0.42154534145391037,12
1923,C Sosa,0.013060940170009902,0.3962282122106867,0.0,1.0282776349614395,0.32001949955544656,0.48477928289655126,0.1106643275981499,9
1924,C Sudarsanan,0.274279743570208,0.026669206591103917,0.0,2.570694087403599,0.4926991781329622,0.38870480263838825,0.4216372548824847,21
1925,C Sutthiruang,2.8929982476571934,5.257643585103343,9.638554216867469,14.138817480719794,9.575344343758836,10.619039818153476,6.041246961726536,111
1926,C Tear,1.5085385896361436,0.0,0.0,3.084832904884318,1.0794926197360928,0.43911278056264624,1.213606444270118,25
1927,C Tlali,0.6824341238830175,0.0,1.2048192771084336,2.056555269922879,1.0947928232508766,0.8072444791267123,0.9765617844546284,17
1928,C Tommy,0.8685525213056585,0.0,0.0,3.2133676092544983,0.8253908537782234,0.45740914641942315,0.8424682737088449,26
1929,C Trott,0.4799895512478639,0.5714829983807982,0.0,1.6709511568123396,0.6844471642248355,0.7259417311991615,0.4550888464299523,14
1930,C Tshiki,0.1599965170826213,0.0,0.0,0.7712082262210798,0.17747426262252308,0.1097781951406616,0.17311873287168075,7
1931,C Udekwe,0.09795705127507427,1.0629583769882844,1.2048192771084336,2.8277634961439584,1.4077920695330437,1.8248681678809477,0.7029963635119705,23
1932,C Umutonni,0.0,0.01904943327935994,0.0,0.12853470437017994,0.02633792582341261,0.03456599835881231,0.012853470437017995,2
1933,C Uwamahoro,0.6987602990955298,0.0,0.0,2.570694087403599,0.6619800314552676,0.36592731713553867,0.6763255881976779,21
1934,C Uwase,0.6301903632029777,0.0,0.0,3.7275064267352183,0.7968877363148151,0.530594609846531,0.7508648605953085,30
1935,C Valente,0.3901955875790459,0.8115058577007334,0.0,2.056555269922879,0.8030695720903441,0.9858281982951379,0.4397728795397155,17
1936,C Veretaki,0.039182820510029706,0.0,0.0,0.0,0.01667348432688725,0.0,0.023509692306017828,1
1937,C Viljoen,2.6802137640541157,7.78359843794647,1.2048192771084336,8.097686375321336,6.1139624437232385,8.314945514726881,2.7793426790971334,64
1938,C Waiswa,0.4016239102278045,1.1620154300409562,0.0,2.8277634961439584,1.0664760457084956,1.3949676314732502,0.5237506957510786,23
1939,C Webb,5.294578621417765,0.2781217258786551,2.4096385542168672,12.724935732647813,5.2016778121871825,3.0778821051871943,5.1721323123805005,100
1940,C Webster,0.1665269871676263,0.0,0.0,0.38560411311053977,0.12555774253313753,0.05488909757033078,0.13847660361162975,4
1941,C White,0.5159071367153911,1.0305743404133727,0.0,0.7712082262210798,0.7674658699106407,0.9899653135007754,0.3866651046513427,7
1942,C Wickramasinghe,0.6285577456817265,0.19430421944947138,1.2048192771084336,1.4138817480719796,1.0633900927046236,0.8817129013635885,0.8799686053487641,12
1943,C Wijesinghe,0.026121880340019804,0.12953614629964758,0.0,1.4138817480719796,0.2667871596185441,0.3118935254383868,0.15706130301120985,12
1944,C Wilson,0.0,0.06857795980569577,0.0,0.5141388174807198,0.10210925751680094,0.13175614043443504,0.05141388174807198,5
1945,C Wright,0.8685525213056585,1.6496809219925705,0.0,2.956298200514139,1.4909167417035574,1.8297665893821327,0.8167613328348089,24
1946,C Wyngaard,0.0,0.015239546623487948,0.0,0.0,0.0064848915536989534,0.013015706001628298,0.0,1
1947,C Yudian,0.048978525637537136,0.0,0.0,0.2570694087403599,0.057305478171186884,0.036592731713553865,0.05509405625655827,3
1948,C Zavoiu,0.06203946580754704,0.08762739308505571,0.0,1.9280205655526992,0.33716498067067424,0.3492857973610167,0.23002573603979815,16
1949,C Zhou,0.7542692948180718,0.022859319935231926,0.0,2.8277634961439584,0.731791761011484,0.42204360785153483,0.7353379265052389,23
1950,C Zhuwao,0.7542692948180718,0.06857795980569577,0.0,1.5424164524421595,0.5689283218596918,0.27812706728865055,0.606803222135059,13
